id,year,area,sp_area,day,body,alternatives,answer,GEMINI_2022_answers,GPT3.5_2022_answers,Llama2_2022_answers
34,2022,LC - Linguagens e Códigos,,D1,"QUESTÃO 34  
Fronteira
Cornélio Penna
Mas seu olhar verde, inconfundível, impressionante, 
iluminava com sua luz misteriosa as sombrias arcadas 
superciliares, que pareciam queimadas por ela, dizia logo 
a sua origem cruzada e decantada através das misérias 
e dos orgulhos de homens de aventura, contadores de 
histórias fantásticas, e de mulheres caladas e sofredoras, 
que acompanhavam os maridos e amantes através 
das matas intermináveis, expostas às febres, às feras, 
às cobras do sertão indecifrável, ameaçador e sem fim, que 
elas percorriam com a ambição única de um “pouso” onde 
pudessem viver, por alguns dias, a vida ilusória de família 
e de lar, sempre no encalço dos homens, enfebrados pela 
procura do ouro e do diamante.
Ao descrever os olhos de Maria Santa, o narrador 
estabelece correlações que refletem a
","
A caracterização da personagem como mestiça.
B construção do enredo de conquistas da família.
C relação conflituosa das mulheres e seus maridos.
D nostalgia do desejo de viver como os antepassados.
E marca de antigos sofrimentos no fluxo de consciência.",E,A,E,E
35,2022,LC - Linguagens e Códigos,,D1,"QUESTÃO 35  
Esaú e Jacó
Machado de Assis
Bárbara entrou, enquanto o pai pegou da viola e 
passou ao patamar de pedra, à porta da esquerda. 
Era uma criaturinha leve e breve, saia bordada, chinelinha 
no pé. Não se lhe podia negar um corpo airoso. Os 
cabelos, apanhados no alto da cabeça por um pedaço 
de fita enxovalhada, faziam-lhe um solidéu natural, cuja 
borla era suprida por um raminho de arruda. Já vai nisto 
um pouco de sacerdotisa. O mistério estava nos olhos. 
Estes eram opacos, não sempre nem tanto que não 
fossem também lúcidos e agudos, e neste último estado 
eram igualmente compridos; tão compridos e tão agudos 
que entravam pela gente abaixo, revolviam o coração 
e tornavam cá fora, prontos para nova entrada e outro 
revolvimento. Não te minto dizendo que as duas sentiram 
tal ou qual fascinação. Bárbara interrogou-as; Natividade 
disse ao que vinha e entregou-lhe os retratos dos filhos 
e os cabelos cortados, por lhe haverem dito que bastava.
— Basta, confirmou Bárbara. Os meninos são seus filhos?
— São.
No relato da visita de duas mulheres ricas a uma vidente 
no Morro do Castelo, a ironia — um dos traços mais 
representativos da narrativa machadiana — consiste no
","
A modo de vestir dos moradores do morro carioca.
B senso prático em relação às oportunidades de renda.
C mistério que cerca as clientes de práticas de vidência.
D misto de singeleza e astúcia dos gestos da personagem.
E interesse do narrador pelas figuras femininas ambíguas.",D,D,D,D
36,2022,LC - Linguagens e Códigos,,D1,"QUESTÃO 36  
Dona Guidinha do Poço
Manuel de Oliveira Paiva
 A senhora manifestava-se por atos, por gestos, 
e sobretudo por um certo silêncio, que amargava, que esfolava. 
Porém desmoralizar escancaradamente o marido, não era 
com ela. [...]
As negras receberam ordem para meter no serviço a 
gente do tal compadre Silveira: as cunhadas, ao fuso; os 
cunhados, ao campo, tratar do gado com os vaqueiros; 
a mulher e as irmãs, que se ocupassem da ninhada. 
Margarida não tivera filhos, e como os desejasse com 
a força de suas vontades, tratava sempre bem aos 
pequenitos e às mães que os estavam criando. Não 
era isso uma sentimentalidade cristã, uma ternura, era 
o egoísta e cru instinto da maternidade, obrando por 
mera simpatia carnal. Quanto ao pai do lote (referia-se ao 
Antônio), esse que fosse ajudar ao vaqueiro das bestas.
Ordens dadas, o Quinquim referendava. Cada um 
moralizava o outro, para moralizar-se.
No trecho do romance naturalista, a forma como 
o narrador julga comportamentos e emoções das 
personagens femininas revela influência do pensamento","
A capitalista, marcado pela distribuição funcional do trabalho.
B liberal, buscando a igualdade entre pessoas escravizadas e livres.
C científico, considerando o ser humano como um fenômeno biológico.
D religioso, fundamentado na fé e na aceitação dos dogmas do cristianismo.
E afetivo, manifesto na determinação de acolher familiares e no respeito mútuo.",C,C,C,E
37,2022,LC - Linguagens e Códigos,,D1,"QUESTÃO 37  
 A bagaceira
José Américo de Almeida
Era o êxodo da seca de 1898. Uma ressurreição de 
cemitérios antigos — esqueletos redivivos, com o aspecto 
terroso e o fedor das covas podres. 
Os fantasmas estropiados como que iam dançando, 
de tão trôpegos e trêmulos, num passo arrastado de 
quem leva as pernas, em vez de ser levado por elas. 
Andavam devagar, olhando para trás, como quem 
quer voltar. Não tinham pressa em chegar, porque não 
sabiam aonde iam. Expulsos de seu paraíso por espadas 
de fogo, iam, ao acaso, em descaminhos, no arrastão dos 
maus fados. 
Fugiam do sol e o sol guiava-os nesse forçado 
nomadismo.
Adelgaçados na magreira cômica, cresciam, como se 
o vento os levantasse. E os braços afinados desciam-lhes 
aos joelhos, de mãos abanando.
Vinham escoteiros. Menos os hidrópicos — de ascite 
consecutiva à alimentação tóxica — com os fardos das 
barrigas alarmantes.
Não tinham sexo, nem idade, nem condição nenhuma. 
Eram os retirantes. Nada mais.
Os recursos composicionais que inserem a obra no 
chamado “Romance de 30” da literatura brasileira 
manifestam-se aqui no(a)
","
A desenho cru da realidade dramática dos retirantes.
B indefinição dos espaços para efeito de generalização.
C análise psicológica da reação dos personagens à seca.
D engajamento político do narrador ante as desigualdades.
E contemplação lírica da paisagem transformada em alegoria.",A,A,A,B
38,2022,LC - Linguagens e Códigos,,D1,"QUESTÃO 38  
Firmo, o vaqueiro
Coelho Netto
No dia seguinte, à hora em que saía o gado, estava eu 
debruçado à varanda quando vi o cafuzo que preparava o 
animal viajeiro:
— Raimundinho, como vai ele?...
De longe apontou a palhoça.
— Sim.
O braço caiu-lhe, olhou-me algum tempo comovido; 
depois, saltando para o animal, levou o polegar à boca 
fazendo estalar a unha nos dentes: “Às quatro horas 
da manhã... Atirei um verso e disse, para bulir com ele: 
Pega, velho! Não respondeu. Tio Firmo, mesmo velho e 
doente, não era homem para deixar um verso no chão... 
Fui ver, coitado!... estava morto”. E deu de esporas para 
que eu não lhe visse as lágrimas.
 A passagem registra um momento em que a 
expressividade lírica é reforçada pela
","
A plasticidade da imagem do rebanho reunido.
B sugestão da firmeza do sertanejo ao arrear o cavalo.
C situação de pobreza encontrada nos sertões brasileiros.
D afetividade demonstrada ao noticiar a morte do cantador.
E preocupação do vaqueiro em demonstrar sua virilidade.",D,D,D,D
39,2022,LC - Linguagens e Códigos,,D1,"QUESTÃO 39  
O bebê de tarlatana rosa
João do Rio
— [...] Na terça desliguei-me do grupo e caí no mar alto 
da depravação, só, com uma roupa leve por cima da pele e 
todos os maus instintos fustigados. De resto a cidade inteira 
estava assim. É o momento em que por trás das máscaras 
as meninas confessam paixões aos rapazes, é o instante 
em que as ligações mais secretas transparecem, em que 
a virgindade é dúbia, e todos nós a achamos inútil, a honra 
uma caceteação, o bom senso uma fadiga. Nesse momento 
tudo é possível, os maiores absurdos, os maiores crimes; 
nesse momento há um riso que galvaniza os sentidos e o 
beijo se desata naturalmente.
Eu estava trepidante, com uma ânsia de acanalhar-me, 
quase mórbida. Nada de raparigas do galarim perfumadas 
e por demais conhecidas, nada do contato familiar, 
mas o deboche anônimo, o deboche ritual de chegar, 
pegar, acabar, continuar. Era ignóbil. Felizmente muita 
gente sofre do mesmo mal no carnaval.
No texto, o personagem vincula ao carnaval atitudes e 
reações coletivas diante das quais expressa","
A consagração da alegria do povo.
B atração e asco perante atitudes libertinas.
C espanto com a quantidade de foliões nas ruas.
D intenção de confraternizar com desconhecidos.
E reconhecimento da festa como manifestação cultural.",B,No answer,E,B
40,2022,LC - Linguagens e Códigos,,D1,"QUESTÃO 40  
Quarto de despejo: diário de uma favelada
Carolina Maria de Jesus
10 de maio
Fui na delegacia e falei com o tenente. Que homem 
amavel! Se eu soubesse que ele era tão amavel, eu 
teria ido na delegacia na primeira intimação. O tenente 
interessou-se pela educação dos meus filhos. Disse-me 
que a favela é um ambiente propenso, que as pessoas 
tem mais possibilidade de delinquir do que tornar-se util 
a patria e ao país. Pensei: se ele sabe disto, porque não 
faz um relatorio e envia para os politicos? O senhor Janio 
Quadros, o Kubstchek e o Dr. Adhemar de Barros? 
Agora falar para mim, que sou uma pobre lixeira. 
Não posso resolver nem as minhas dificuldades.
... O Brasil precisa ser dirigido por uma pessoa que já 
passou fome. A fome tambem é professora.  
Quem passa fome aprende a pensar no próximo, 
e nas crianças.
 A partir da intimação recebida pelo filho de 9 anos, 
a autora faz uma reflexão em que transparece a
","
A lição de vida comunicada pelo tenente.
B predisposição materna para se emocionar. 
C atividade política marcante da comunidade.
D resposta irônica ante o discurso da autoridade.
E necessidade de revelar seus anseios mais íntimos.",D,D,D,D
41,2022,LC - Linguagens e Códigos,,D1,"QUESTÃO 41  
São vários os fatores, internos e externos, que 
influenciam os hábitos das pessoas no acesso à internet, 
assim como nas práticas culturais realizadas na rede. 
 A utilização das tecnologias de informação e comunicação 
está diretamente relacionada aos 
aspectos como: conhecimento de seu uso, acesso à 
linguagem letrada, nível de instrução, escolaridade, 
letramento digital etc. Os que detêm tais recursos 
(os mais escolarizados) são os que mais acessam 
a rede e também os que possuem maior índice de 
acumulatividade das práticas. A análise dos dados nos 
possibilita dizer que a falta de acesso à rede repete 
as mesmas adversidades e exclusões já verificadas na 
sociedade brasileira no que se refere a analfabetos, 
menos escolarizados, negros, população indígena e 
desempregados. Isso significa dizer que a internet, se 
não produz diretamente a exclusão, certamente a 
reproduz, tendo em vista que os que mais a acessam 
são justamente os mais jovens, escolarizados, 
remunerados, trabalhadores qualificados, homens e 
brancos.
Ao analisarem a correlação entre os hábitos e o perfil 
socioeconômico dos usuários da internet no Brasil, os 
pesquisadores","
A apontam o desenvolvimento econômico como solução para ampliar o uso da rede.
B questionam a crença de que o acesso à informação é igualitário e democrático.
C afirmam que o uso comercial da rede é a causa da exclusão de minorias.
D refutam o vínculo entre níveis de escolaridade e dificuldade de acesso.
E condicionam a expansão da rede à elaboração de políticas inclusivas.",B,B,E,B
42,2022,LC - Linguagens e Códigos,,D1,"QUESTÃO 42  
TEXTO 1
 A língua não é uma nomenclatura, que se apõe a 
uma realidade pré-categorizada, ela é que classifica 
a realidade. No léxico, percebe-se, de maneira mais 
imediata, o fato de que a língua condensa as experiências 
de um dado povo.
TEXTO 2
As expressões coloquiais ainda estão impregnadas de 
discriminação contra os negros. Basta recordar algumas 
delas, como passar um “dia negro”, ter um “lado negro”, 
ser a “ovelha negra” da família ou praticar “magia negra”.
O Texto 2 exemplifica o que se afirma no Texto 1, na 
medida em que defende a ideia de que as escolhas 
lexicais são resultantes de um
","
A expediente próprio do sistema linguístico que nos apresenta diferentes possibilidades para traduzir estados de coisas.
B ato inventivo de nomear novas realidades que surgem diante de uma comunidade de falantes de uma língua.
C mecanismo de apropriação de formas linguísticas que estão no acervo da formação do idioma nacional.
D processo de incorporação de preconceitos que são recorrentes na história de uma sociedade.
E recurso de expressão marcado pela objetividade que se requer na comunicação diária.",D,D,B,D
43,2022,LC - Linguagens e Códigos,,D1,"QUESTÃO 43  
Descrição da imagem: Posicionado sob três 
grandes luminárias, um outdoor apresenta a seguinte 
mensagem: “Quanto custou? Proposta obriga órgão 
público a divulgar gasto com anúncio na própria peça 
publicitária. Qual sua opinião?”. O trecho “Quanto 
custou” está destacado com caixa alta e fonte maior.
QUANTO CUSTOU?
Proposta obriga órgão público a divulgar gasto
com anúncio na própria peça publicitária.
Qual sua opinião?
Considerando-se a função social dos posts, essa imagem 
evidencia a apropriação de outro gênero com o objetivo de","
A promover o uso adequado de campanhas publicitárias do governo.
B divulgar o projeto sobre transparência da administração pública.
C responsabilizar o cidadão pelo controle dos gastos públicos.
D delegar a gestão de projetos de lei ao contribuinte.
E assegurar a fiscalização dos gastos públicos.",B,E,B,E
44,2022,LC - Linguagens e Códigos,,D1,"QUESTÃO 44  
Descrição da imagem: Texto intitulado Manual de Orientação: o primeiro guia prático da Sociedade Brasileira 
de Pediatria para ajudar pais e pediatras no desafio de educar nativos digitais. Na sequência, entre duas linhas 
pontilhadas e onduladas, está escrito: “Trabalho de base”. Logo abaixo, acompanhadas de imagens, há três 
colunas com informações de acordo com três faixas etárias de crianças.      
“Até 2 anos:  A criança não deve ser exposta passivamente às telas — TV, tablet, celular etc.—, principalmente 
durante as refeições e até 2 horas antes de dormir.”.
“De 2 a 5 anos: O tempo de exposição às telas deve ser limitado a 1 hora por dia. Crianças dessa faixa etária 
devem ser mais protegidas da violência virtual, pois não sabem separar fantasia de realidade.”.
“Até 10 anos: Devem ter acesso controlado a computadores e dispositivos móveis. Crianças de até 10 anos não 
devem usar TV ou computador no próprio quarto.”.

O texto sobre os chamados nativos digitais traz informações com a função de","
A propor ações específicas para cada etapa da infância.
B estabelecer regras que devem ser seguidas à risca.
C explicar os efeitos do acesso precoce à internet.
D determinar a incorporação de rituais à educação dos filhos.
E educar com base em um conjunto de estratégias formativas.",A,A,E,E
45,2022,LC - Linguagens e Códigos,,D1,"QUESTÃO 45  
Notas
Machado de Assis
Soluços, lágrimas, casa armada, veludo preto nos portais, um homem que veio vestir o cadáver, outro que 
tomou a medida do caixão, caixão, essa, tocheiros, convites, convidados que entravam, lentamente, a passo surdo, 
e apertavam a mão à família, alguns tristes, todos sérios e calados, padre e sacristão, rezas, aspersões d’água benta, 
o fechar do caixão, a prego e martelo, seis pessoas que o tomam da essa, e o levantam, e o descem a custo pela 
escada, não obstante os gritos, soluços e novas lágrimas da família, e vão até o coche fúnebre, e o colocam em cima 
e traspassam e apertam as correias, o rodar do coche, o rodar dos carros, um a um... Isto que parece um simples 
inventário eram notas que eu havia tomado para um capítulo triste e vulgar que não escrevo.
O recurso linguístico que permite a Machado de Assis considerar um capítulo de Memórias póstumas de Brás Cubas 
como inventário é a
","
A enumeração de objetos e fatos.
B predominância de linguagem objetiva.
C ocorrência de período longo no trecho.
D combinação de verbos no presente e no pretérito.
E presença de léxico do campo semântico de funerais.",A,A,A,E
46,2022,CH - Ciências Humanas,,D1,"QUESTÃO 46  
Empédocles estabelece quatro elementos corporais 
— fogo, ar, água e terra —, que são eternos e que mudam 
aumentando e diminuindo mediante mistura e separação; 
mas os princípios propriamente ditos, pelos quais aqueles 
são movidos, são o Amor e o Ódio. Pois é preciso que os 
elementos permaneçam alternadamente em movimento, 
sendo ora misturados pelo Amor, ora separados pelo Ódio. 
O texto propõe uma reflexão sobre o entendimento de 
Empédocles acerca da arché, uma preocupação típica do 
pensamento pré-socrático, porque
","
A exalta a investigação filosófica.
B transcende ao mundo sensível.
C evoca a discussão cosmogônica.
D fundamenta as paixões humanas.
E corresponde à explicação mitológica.",C,C,C,C
47,2022,CH - Ciências Humanas,,D1,"QUESTÃO 47  
Macrocefalia urbana pode ser entendida como a 
massiva concentração das atividades econômicas em 
algumas metrópoles que propicia o desencadeamento 
de processos descompassados: redirecionamento e 
convergência de fluxos migratórios, déficit no número 
de empregos, ocupação desordenada de determinadas 
regiões da cidade e estigmatização de estratos sociais, 
que comprometem substancialmente a segurança pública 
urbana. 
O processo de concentração espacial apresentado foi 
estimulado por qual fator geográfico?","
A Limitação da área ocupada.
B Êxodo da população do campo.
C Ampliação do risco habitacional.
D Deficiência do transporte alternativo.
E Crescimento da taxa de fecundidade.",B,B,C,B
48,2022,CH - Ciências Humanas,,D1,"QUESTÃO 48  
Entretanto, nosso amigo Basso tem o ânimo alegre. 
Isso resulta da filosofia: estar alegre diante da morte, forte 
e contente qualquer que seja o estado do corpo, sem 
desfalecer, ainda que desfaleça.
O excerto refere-se a uma carta de Sêneca na qual 
se apresenta como um bem fundamental da filosofia 
promover a","
A valorização de disputas dialógicas.
B rejeição das convenções sociais.
C inspiração de natureza religiosa.
D exaltação do sofrimento.
E moderação das paixões.",E,E,E,E
49,2022,CH - Ciências Humanas,,D1,"QUESTÃO 49  
Quando os espanhóis chegaram à América, estava 
em seu apogeu o império teocrático dos Incas, que 
estendia seu poder sobre o que hoje chamamos Peru, 
Bolívia e Equador, abarcava parte da Colômbia e do Chile 
e alcançava até o norte argentino e a selva brasileira; a 
confederação dos Astecas tinha conquistado um alto nível 
de eficiência no vale do México, e no Yucatán, na América 
Central, a esplêndida civilização dos Maias persistia nos 
povos herdeiros, organizados para o trabalho e para a 
guerra. Os Maias tinham sido grandes astrônomos, 
mediram o tempo e o espaço com assombrosa precisão, 
e tinham descoberto o valor do número zero antes de 
qualquer povo da história. No museu de Lima, podem ser 
vistos centenas de crânios que receberam placas de ouro 
e prata por parte dos cirurgiões Incas.
As sociedades mencionadas deixaram como legado uma 
diversidade de","
A bens religiosos inspirados na matriz cristã.
B materiais bélicos pilhados em batalhas coloniais.
C heranças culturais constituídas em saberes próprios.
D costumes laborais moldados em estilos estrangeiros.
E práticas medicinais alicerçadas no conhecimento científico.",C,C,C,C
50,2022,CH - Ciências Humanas,,D1,"QUESTÃO 50  
Em Vitória (ES), no bairro Goiabeiras, encontramos 
as paneleiras, mulheres que são conhecidas pelos 
saberes/fazeres das tradicionais panelas de barro, ícones 
da culinária capixaba. A tradição passada de mãe para 
filha é de origem indígena e sofreu influência de outras 
etnias, como a afro e a luso. Dessa mistura, acredita-se 
que a fabricação das panelas de barro já tenha 400 anos. 
 A fabricação das panelas de barro se dá em várias etapas, 
desde a obtenção de matéria-prima à confecção das 
panelas. As matérias-primas tradicionalmente utilizadas 
são provenientes do meio natural, como: argila, retirada 
do barreiro no Vale do Mulembá; madeira, atualmente 
proveniente das sobras da construção civil; e tinta, extraída 
da casca do manguezal, o popular mangue-vermelho.
Uma característica de práticas tradicionais como a 
exemplificada no texto é a vinculação entre os recursos 
do mundo natural e a
","
A manutenção dos modos de vida.
B conservação dos plantios da roça.
C atualização do modelo de gestão.
D participação na sociedade de consumo.
E especialização nas etapas de produção.",A,A,A,E
51,2022,CH - Ciências Humanas,,D1,"QUESTÃO 51  
Descrição da imagem: Mapa intitulado Rochas 
ígneas da Amazônia Legal destaca a Amazônia Legal 
em recorte do mapa do Brasil e apresenta áreas com 
ocorrência de rochas ígneas em diversos estados, 
com maior incidência no Pará.

O mapa espacializa um recurso natural com alto potencial 
para ocorrência de:","
A Abalos sísmicos periódicos.
B Jazidas de minerais metálicos.
C Reservas de combustíveis fósseis.
D Aquíferos sedimentares profundos.
E Estruturas geológicas metamórficas.",B,B,B,B
52,2022,CH - Ciências Humanas,,D1,"QUESTÃO 52  
Nascidas no Líbano, as duas irmãs não puderam 
ser registradas no país, porque lá é exigido que os 
nascidos sejam filhos de pais e mães libaneses. Seus 
pais, de nacionalidade síria, também não puderam 
registrá-las no país de origem. Na Síria, crianças só 
são registradas por pais oficialmente casados, o que 
não era o caso deles.
Em situações como a apresentada no texto, as pessoas ao 
nascerem já se encontram na condição sociopolítica de","
A exiladas.
B apátridas.
C foragidas.
D refugiadas.
E clandestinas.",B,B,B,B
53,2022,CH - Ciências Humanas,,D1,"QUESTÃO 53  
TEXTO 1
Uma filosofia da percepção que queira reaprender a 
ver o mundo restituirá à pintura e às artes em geral seu 
lugar verdadeiro.
 TEXTO 2
Os grandes autores de cinema nos pareceram 
confrontáveis não apenas com pintores, arquitetos, 
músicos, mas também com pensadores. Eles pensam 
com imagens, em vez de conceitos.
De que modo os textos sustentam a existência de um 
saber ancorado na sensibilidade?
","
A Admitindo o belo como fenômeno transcendental.
B Reafirmando a vivência estética como juízo de gosto.
C Considerando o olhar como experiência de conhecimento.
D Apontando as formas de expressão como auxiliares da razão.
E Estabelecendo a inteligência como implicação das representações.",C,C,C,C
54,2022,CH - Ciências Humanas,,D1,"QUESTÃO 54  
TEXTO 1
Manda o Santo Ofício da Inquisição que ninguém, 
seja qual for seu estado, idade ou condição, pare com 
carroça, caleça ou montaria nem atrapalhe com mesas 
ou cadeiras o centro das ruas, que vão da Inquisição a 
São Domingos, nem atravesse a procissão em ponto 
algum da ida ou da volta, amanhã, 19 do corrente, em 
que se celebrará auto de fé. E também que nem nesse 
dia nem nos dos açoites ouse alguém atirar nos réus 
maçãs, pedras, laranjas nem outra coisa qualquer.
TEXTO 2
Como acontece em todos os ritos, o sentido do auto da 
fé é conferido pela sequência dos atos que o compõem. 
Os lugares, as posturas, os gestos, as palavras são 
fixados previamente em toda a sua complexidade. Por 
isso, o auto da fé apresenta momentos fortes — durante 
a preparação, a encenação, o ato e a recepção — que 
convém seguir em seus pormenores.
O rito mencionado nos textos demonstra a capacidade 
da Igreja em","
A abrandar cerimônias de punição.
B favorecer anseios de violência.
C criticar políticas de disciplina.
D produzir padrões de conduta.
E ordenar cultos de heresia.",D,D,D,D
55,2022,CH - Ciências Humanas,,D1,"QUESTÃO 55  
Descrição da imagem: Mapa intitulado Possível 
trajeto do voo MH370 da Malaysia Airlines antes da 
queda, em 2014, apresenta linhas de trajetória do voo 
desde a Malásia até o último contato e desde esse 
ponto até o local onde os destroços foram avistados 
no Oceano Índico. A medida da distância desse local 
dos destroços até a cidade de Perth na Austrália está 
representada numa reta em 2 500 quilômetros.

Considerando-se que a distância entre o local onde 
os destroços do avião foram avistados e a cidade de 
Perth é de 2 centímetros, a escala aproximada dessa 
representação cartográfica é:","
A 1 para 12 500.
B 1 para 125 000.
C 1 para 1 250 000.
D 1 para 12 500 000.
E 1 para 125 000 000.",E,A,A,C
56,2022,CH - Ciências Humanas,,D1,"QUESTÃO 56  
Memórias de um tamborete de baiana
Hoje sou um ser inanimado, mas já tive vida pulsante em 
seivas vegetais, fui um ser vivo; é bem verdade que do reino 
vegetal, mas isso não me tirou a percepção de vida vivida 
como tamborete. Guardo apreço pelos meus criadores, as 
mãos que me fizeram, me venderam, e pelas mulheres 
que me usaram para suas vendas e de tantas outras 
maneiras. Essas pessoas, sim, tiveram suas subjetividades, 
singularidades e pluralidades, que estão incorporadas a 
mim. É preciso considerar que a nossa história, de móveis 
de museus, está para além da mera vinculação aos estilos 
e à patrimonialização que recebemos como bem material 
vinculado ao patrimônio imaterial. A nossa história está 
ligada aos dons individuais das pessoas e suas práticas 
sociais. Alguns indivíduos consagravam-se por terem 
determinados requisitos, tais como o conhecimento de 
modelos clássicos ou destreza nos desenhos.
Ao descrever-se como patrimônio museológico, o objeto 
abordado no texto associa a sua história às
","
A habilidades artísticas e culturais dos sujeitos.
B vocações religiosas e pedagógicas dos mestres.
C naturezas antropológica e etnográfica dos expositores.
D preservações arquitetônica e visual dos conservatórios.
E competências econômica e financeira dos comerciantes.",A,A,A,A
57,2022,CH - Ciências Humanas,,D1,"QUESTÃO 57  
Advento da Polis, nascimento da filosofia: entre as 
duas ordens de fenômenos, os vínculos são demasiado 
estreitos para que o pensamento racional não apareça, 
em suas origens, solidário das estruturas sociais e 
mentais próprias da cidade grega. Assim recolocada na 
história, a filosofia despoja-se desse caráter de revelação 
absoluta que às vezes lhe foi atribuído, saudando, 
na jovem ciência dos jônios, a razão intemporal que 
veio encarnar-se no Tempo. A escola de Mileto não viu 
nascer a Razão; ela construiu uma Razão, uma primeira 
forma de racionalidade. Essa razão grega não é a razão 
experimental da ciência contemporânea.
Os vínculos entre os fenômenos indicados no trecho 
foram fortalecidos pelo surgimento de uma categoria de 
pensadores, a saber:
","
A Os epicuristas, envolvidos com o ideal de vida feliz.
B Os estoicos, dedicados à superação dos infortúnios.
C Os sofistas, comprometidos com o ensino da retórica.
D Os peripatéticos, empenhados na dinâmica do ensino.
E Os poetas rapsodos, responsáveis pela narrativa do mito.",C,C,C,D
58,2022,CH - Ciências Humanas,,D1,"QUESTÃO 58  
Decreto-Lei n. 1 949, de 27/12/1937
Art. 1º Fica criado o Departamento de Imprensa 
e Propaganda (DIP), diretamente subordinado ao 
presidente da República.
Art. 2º O DIP tem por fim:
 
h) coordenar e incentivar as relações da imprensa com 
os poderes públicos no sentido de maior aproximação 
da mesma com os fatos que se ligam aos interesses 
nacionais;
 
n) autorizar mensalmente a devolução dos depósitos 
efetuados pelas empresas jornalísticas para a importação 
de papel para imprensa, uma vez demonstrada, a seu 
juízo, a eficiência e a utilidade pública dos jornais ou 
periódicos por elas administrados ou dirigidos.
Com base nos trechos do decreto, as finalidades do órgão 
criado permitiram ao governo promover o(a)
","
A diversificação da opinião pública.
B mercantilização da cultura popular.
C controle das organizações sindicais.
D cerceamento da liberdade de expressão.
E privatização dos meios de comunicação.",D,D,D,A
59,2022,CH - Ciências Humanas,,D1,"QUESTÃO 59  
Descrição da imagem: Mapa do Brasil intitulado 
Radiação solar global horizontal — média anual 
apresenta manchas que mensuram a gradação 
de quilowatt-hora por metro quadrado e mostra a 
menor gradação na Amazônia e na região litorânea, 
gradação média na região central e a maior gradação 
no interior da Região Nordeste, norte de Minas 
Gerais, Goiás e sul do Tocantins.
Uma característica regional que justifica o maior 
potencial anual médio para o aproveitamento da 
energia solar é a reduzida
","
A declividade do relevo.
B extensão longitudinal.
C nebulosidade atmosférica.
D irregularidade pluviométrica.
E influência da continentalidade.",C,C,C,E
60,2022,CH - Ciências Humanas,,D1,"QUESTÃO 60  
O povo Kambeba é o povo das águas. Os mais velhos 
costumam contar que o povo nasceu de uma gota-d’água 
que caiu do céu em uma grande chuva. Nessa gota 
estavam duas gotículas: o homem e a mulher. “Por essa 
narrativa e cosmologia indígena de que nós somos o povo 
das águas é que o rio nos tem fundamental importância”, 
diz Márcia Wayna Kambeba, mestre em Geografia e 
escritora. Todos os dias, ela ia com o pai observar o rio. 
Ia em silêncio e, antes que tomasse para si a palavra, era 
interrompida. “Ouça o rio”, o pai dizia. Depois de cerca de 
duas horas a ouvir as águas do Solimões, ela mergulhava. 
“Confie no rio e aprenda com ele”. “Fui entender mais 
tarde, com meus estudos e vivências, que meu pai estava 
me apresentando à sabedoria milenar do rio”.
Pelo descrito no texto, o povo Kambeba tem o rio como um(a)","
A objeto tombado e museográfico.
B herança religiosa e sacralizada.
C cenário bucólico e paisagístico.
D riqueza individual e efêmera.
E patrimônio cultural e afetivo.",E,E,E,E
61,2022,CH - Ciências Humanas,,D1,"QUESTÃO 61  
Lá embaixo está o Açude Itans, com seu formigueiro 
a cavar a terra. É mesmo impressionante o esforço 
daquele formigar de homens ao sol, lavados em suor, que 
não param, em longas filas pacientes acompanhando 
centenas de burricos que sobem e descem, numa ciranda 
comovente e silenciosa, cada burrico com duas caixas 
de terra no lombo. É o labor organizado para a salvação 
da terra e do homem. Depois do semideserto que tanto 
nos acabrunhou o espírito por falta de chuvas, o esforço 
destes milhares de sertanejos, todos vestidos de brim 
mescla e calçando alpercatas, no combate consciente 
à esterilidade da natureza, com as famílias alojadas em 
pequeninas casas de taipa e telha — embrião de futura 
cidade — impressionava-nos profundamente.
Na construção do empreendimento descrito, destaca-se 
a presença de
","
A engenheiros na execução de canais fluviais.
B coronéis na ampliação de antigas fazendas.
C operários na distribuição dos recursos hídricos.
D trabalhadores na formação de novos espaços.
E negociantes na organização de redes comerciais.",D,D,D,D
62,2022,CH - Ciências Humanas,,D1,"QUESTÃO 62  
Para os Impérios Coloniais, o problema das 
doenças que atingiam os escravos era algo com que 
cotidianamente deparavam os senhores. Em vista 
disso, uma série de obras dedicadas à administração 
de escravos foi publicada com vista a implementar 
uma moderna gestão da mão de obra escravista em 
convergência com o Iluminismo. Nesse contexto, 
o saber médico adquiria um papel extremamente 
relevante. Este era encarado como um instrumento 
fundamental ao desenvolvimento colonial, dada a 
percepção do impacto que as doenças tropicais 
causavam na população branca e nos povos 
escravizados.
De acordo com o texto, a importância da medicina se 
justifica no âmbito dos objetivos ","
A econômicos das elites.
B naturalistas dos viajantes.
C abolicionistas dos letrados.
D tradicionalistas dos nativos.
E emancipadores das metrópoles.",A,A,E,E
